text,label,index
"23 December 2016 Last updated at 01:13 GMT But much of India's milk is collected from small farms across the country, and by the time it reaches consumers it's impure , with water and detergent added to increase the volume. This is a huge problem for India's dairy industry. The government has taken steps to crack down on the adulteration of milk but it has not been able to stop the practice altogether. In response, some companies are now using technology to ensure that the milk they collect is pure. For example, some companies are using sensors to detect any water or detergent added to the milk. They are also using DNA testing to ensure that the milk is from cows rather than buffaloes. By using technology, these companies are able to guarantee that the milk they sell is pure and safe for consumers.",0,276
"Jean-Claude Juncker said the UK imposed no migration controls on eight central European and Baltic nations joining the EU in 2004 and the new proposals would ""address the consequences"" of that.",0,277
"Wasps goalkeeper Neil Parry had already denied Dobbie three times before the striker curled in a drive off a post. Parry saved again from Dobbie after the break, but the same player was in the right spot to finish off a cross from substitute Richie Foran. Wasps goalkeeper Neil Parry had an impressive game, making several superb saves to deny Dobbie and keep his side in the game. The experienced stopper also kept out a header from Foran late on as the visitors held on for a point.",0,278
"Straker, 27, has been without a club since leaving York in January, where he made 27 appearances. He began his career at Crystal Palace and helped Aldershot Town win the National League in 2012. He has also appeared for Gillingham, Torquay United and Stevenage.",0,279
"Correspondents said the atmosphere at schools was subdued and many pupils had not returned. They said parents had been taken by surprise by the government's decision to reopen schools with some sending their children to school only to collect them hours later. The government's decision to resume classes was widely seen as a symbolic move to show that life was slowly returning to normal in the capital after months of violence and political crisis but security remains a major concern. In Tripoli, the government said it had deployed extra police around schools to protect pupils and staff. Many parents were still reluctant to send their children to class. ""I don't feel safe,"" said one mother, who asked not to be identified. ""There are still reports of people being kidnapped and killed every day.""",0,280
"The 34-year-old Sweden striker's contract with the French champions expires in the summer, and he has been linked with Manchester United, Los Angeles Galaxy and AC Milan. ""I am very pleased to be able to continue my career at Paris Saint-Germain. This club is part of my life and I am proud to be one of its leaders. My priority was always to stay in Paris,"" said Ibrahimovic, who joined PSG from AC Milan in 2012. The former Sweden captain has scored 138 goals in 178 appearances for the French club, winning three league titles, three Coupe de France trophies and two Coupes de la Ligue. He also scored the goal that gave PSG their first Champions League quarter-final appearance last season. ""Ibra"" is one of the most decorated players in Europe, having won 12 domestic league titles and four Champions League medals with Ajax, Inter Milan, Barcelona and AC Milan.",0,281
"The 1 mile (1.5km) park between Alum Chine and Southbourne in Bournemouth is due to open on 13 April. The??700,000 attraction will include a multi-sports arena, sporting events site and a cycle route linking the two areas. The park will be divided into four distinct zones that will offer activities and facilities for all ages and abilities. Zone 1 - Adventure Play This zone will feature an adventure play area with swings, slides, climbing frames and other equipment suitable for children aged 3-12 years. There will also be a large seating area so parents and guardians can relax while their children are playing. Zone 2 - Multi-Sports Arena The multi-sports arena will provide a venue for a range of sports including basketball, netball, football and tennis. There will also be a running track suitable for joggers and walkers. Zone 3 - Sporting Events Site This site will host a variety of sporting events including 5K and 10K runs, charity bike rides and triathlons. The site will also have a large grassed area suitable for picnics and outdoor games. Zone 4 - Cycle Route The final zone will feature a cycle route that links Alum Chine and Southbourne. This route will be suitable for cyclists of all levels and will include bike racks for easy storage.",0,282
"The review into 22 abuse cases in Northern Ireland criticised the authorities for not doing enough. The young people went missing a number of times over a 20-month period while in the care of the Northern Ireland Department for Health. The review found that most of the young people had been placed in unsuitable homes, with some of them being moved between multiple locations over a short period of time. In addition, there was inadequate oversight and monitoring of their placements. Furthermore, the review noted that there were insufficient safeguards to protect these vulnerable children from harm. The report concluded that the Department for Health failed to provide an appropriate level of support and care to the young people. It also highlighted the need for improved inter-agency working, better governance arrangements and increased accountability. In response to the findings, the Department for Children and Young People committed to implementing all of the recommendations from the review. This includes more robust assessment of potential foster carers and improved communication between agencies. The Department has also launched a new helpline for vulnerable children and young people so that they can access immediate help and advice.",0,283
"While its existence has become a source of controversy on both sides of the Channel, some are also angry at attempts to destroy it. In 2018, the UK's National Trust launched a campaign to save the White Cliffs of Dover from potential development, after a local council proposed building a marina and holiday village on the site. The campaign was successful, with the plans rejected by the government. The White Cliffs of Dover have also been used as an iconic symbol of freedom throughout history, most notably during World War Two when British Prime Minister Winston Churchill declared them ""the guardian of our coast."" The cliffs have also been featured in numerous films, television series and songs, making them one of Britain's most recognizable landmarks.",0,284
"Confessions had been forced from the Muslim men after they were beaten up in custody, a rights activist said. They were among a group of people arrested late last year. The men have since been released, but their testimonies have sparked outrage among activists and human rights advocates, who say the confessions are a result of torture. The police have denied any wrongdoing and said the men confessed willingly. However, some of the men reportedly told their families they were beaten in custody. The incident is part of a larger pattern of police brutality in the region. Last year, Human Rights Watch documented numerous cases in which police detained people without warrants and subjected them to beatings, threats, and humiliation. In some cases, detainees were held for months without charges or access to legal assistance. Activists are calling on authorities to take action against those responsible for the torture and mistreatment of the Muslim men, as well as to investigate all allegations of abuse by police officers. They also urge that the government ensure that procedures are in place to protect individuals from such abuses.",0,285
"Zipporah Lisle-Mainwaring, 71, was accused of painting the candy stripes to ""get her own back"" on neighbours who objected to her property plans. She wanted to demolish her Kensington house , which was built in the 1890s, to make way for a larger property. Her neighbours objected to her plans and began to paint white stripes along the boundary between their own properties and Lisle-Mainwaring's. In response, Lisle-Mainwaring painted her own candy stripes onto her side of the fence. When her neighbours complained, Lisle-Mainwaring defended her actions, saying that she wanted to ""brighten up"" the area and ""make a statement."" She also said that she had no intention of causing distress or annoyance. In the end Lisle-Mainwaring was not charged with any crime and the case was dropped.",0,286
"It was a scrappy effort, which saved the game from going to what had seemed an inevitable penalty shootout. Stevie Mallan though had earlier missed the game's best chance for the Hibs, skewing his shot wide from inside the area. The game was heading for a penalty shootout when Mallan stepped up in extra time to deliver a stunning free-kick into the top corner of the net. It was a sensational finish, which sealed the win for Hibs and sent the away support into wild celebrations. Mallan's strike was the difference between the two sides and it will be remembered as one of the most memorable goals in recent history.",0,287
"The price of West Texas crude sank to 37.65 (PS24.99) a barrel, a drop of 5.8, while Brent Crude fell 5.3 to 40.73 a barrel. The slumping price comes as the coronavirus pandemic continues to weigh on global demand for oil, and as OPEC and its allies struggle to agree on a production cut.",0,288
"Severe storms in December 2013 caused damage to an existing dune system to the east of Barkby Beach in Prestatyn. A report, to be considered by Denbighshire councillors, says there is a need to replace the dunes to protect the beach from further damage. The report recommends creating a new dune system, which would involve the planting of more than 1,000 sand-loving plants, such as Marram Grass and Sea Purslane. The dunes would also be reinforced with rocks and boulders to provide additional protection against future storms. The cost of the project is estimated to be around 60,000. The report also suggests that the new dune system could be beneficial in other ways, such as enhancing the biodiversity of the area and providing a habitat for local wildlife. It is hoped that the project would help to attract more visitors to the beach, boosting the local economy. Denbighshire councillors will now need to decide whether or not to approve the project. If approved, the dune system would be constructed during the summer months to ensure minimal disruption to the beach over the busy holiday season.",0,289
"The 28-year-old was an ever-present in the side which won the County Championship title in 2016. ""He is one of the finest cricketers in the country,"" managing director of cricket Angus Fraser said. ""At the crease he is elegant, focused and determined. Away from it he is popular, hardworking and committed.""",0,290
"They said this will amount to double the number of apprentices created each year - currently about 28,000. All parties are promising to create more apprentices or equivalent schemes to support young people entering the workplace. The government has said it will create 3 million more apprenticeships over the next five years, while the Labour Party has promised to triple the number of apprenticeships created each year. The Liberal Democrats have promised to create 2 million new apprenticeships and guarantee quality skills training for all young people.",0,291
"Obituary: Francisco Blake Mora The helicopter was flying to Cuernavaca in neighbouring Morelos state for a prosecutors' meeting when it went down. All eight people on board were killed. President Felipe Calderon expressed his deep sorrow at the news of the death of Francisco Blake Mora, who was the Mexican Secretary of Interior. Francisco Blake Mora was a Mexican politician and public servant who served as Secretary of the Interior in the cabinet of President Felipe Calderon from June 2009 until his tragic death on November 11, 2011. He was born in Mexico City and graduated with a law degree from the National Autonomous University of Mexico. Blake Mora is remembered for his commitment to making Mexico a more secure country for its citizens and for his dedication to fighting organized crime and drug trafficking. He also worked to improve citizen security and public safety, strengthen anti-corruption measures, and promote economic development and international cooperation. He was an advocate for human rights and the protection of vulnerable groups. He initiated several reforms, including a measure to help protect journalists and other media professionals. He spearheaded efforts to reduce poverty, improve public education, and ensure access to health care. Blake Mora was admired by his peers and colleagues for his hard work, loyalty, and integrity. His untimely death came as a shock to many and left a huge void in the political scene. He will be remembered fondly and missed dearly.",0,292
"Mr Blunkett said using the same funding formula applied to Wales - which has a devolved budget - Yorkshire would be entitled to a PS24bn budget. ""You put great store by the fact that Scotland has a devolved budget - and rightly so - and yet you are ignoring the fact that Yorkshire is a very substantial county which makes a huge contribution to the national economy,"" he said. Mr Blunkett argued that Yorkshire should be given a devolved budget, similar to those of the Welsh and Scottish governments, in order to ensure that the region's resources are used more effectively and efficiently. He pointed out that the government should use the same formula applied to Wales to calculate the amount of funding Yorkshire would receive, noting that this would likely amount to around 24 billion. Mr Blunkett also highlighted the need for Yorkshire to have more autonomy in order to better address its specific needs, such as investing in infrastructure and tackling unemployment.",0,293
"The Center for Disease Control (CDC) said 45 people had been infected with a strain of E. coli, 43 of whom reported eating at a Chipotle restaurant. The cases were reported in six states: California (7), Minnesota (2), New York (1), Ohio (3), Oregon (13) and Washington (19). The CDC is working closely with public health and regulatory officials in these states to investigate the outbreak and determine a source. The agency is also conducting laboratory testing of food, environmental, and clinical specimens collected from ill people to identify the type of E. coli causing the illnesses. Results of this investigation are expected in the coming weeks. In the meantime, the CDC recommends that people in the affected states should not eat food from the Chipotle restaurant where they ate before getting sick. If you have eaten at this restaurant recently, watch for symptoms of E. coli infection, which can include severe stomach cramps, diarrhea (often bloody), and vomiting. Most people get better within 5 to 7 days.",0,294
"The 56-year-old ex-Derbyshire skipper leaves his post as club president to take the newly created job. Graeme Welch left as elite performance director in June, having been appointed following a previous spell as bowling coach. Woolley first played for Derbyshire in 1985 and was captain from 1992 to 1995, leading the club to promotion to Division One of the County Championship in 1994. He said: ""I am delighted to accept this role and look forward to working with the club to help enhance our performance both on and off the field. ""Having worked closely with Derbyshire for a number of years, I am confident I can make a positive contribution by helping to shape the direction of the club moving forwards.""",0,295
"The skull of an adult male was found by the M54 slip road on Thursday by workers surveying a roundabout near Telford. The find sparked a West Mercia Police inquiry , but so far no cause of death has been established. It is likely that forensic teams will be brought in to investigate the skull and determine its identity. The police are working with local councils and other agencies to try and trace the man's family and will be looking into any historical records or missing persons reports that may be relevant. Given the lack of information available at present, it is not yet known when or how the man died or who he was. However, West Mercia Police have urged anyone with any information on the case to contact them as soon as possible.",0,296
"Alexander sustained a broken cheekbone in the last week's victory over former club Rangers. And Gallacher twisted his ankle in training, making him a doubt for Sunday's Edinburgh derby with Hearts. Alexander is expected to be out of action for at least 6 weeks, while Gallacher will have an MRI scan later this week to determine the extent of his injury. The club's medical staff are optimistic that he could return in time for the derby.",0,297
"The latest threats bring the number of incidents to 69 in 27 states in the past month, according to the JCC Association of North America. No bombs were found at any of the sites targeted. The threat Tuesday targeted JCCs in Wisconsin, Illinois and Indiana. About a dozen JCCs received emails with a bomb threat, according to local media reports. In Wisconsin, two JCCs in Milwaukee and one in Whitefish Bay were threatened, WTMJ-TV reported. In Illinois, at least three Chicago-area Jewish Community Centers were among those targeted, according to the Chicago Sun-Times. On Monday, the FBI released a statement on the nationwide wave of threats, saying it is ""investigating possible civil rights violations in connection with threats to Jewish Community Centers across the country."" The bureau also said it is working with the Department of Homeland Security and state and local law enforcement agencies to investigate the threats.",0,298
"Daly spent two seasons at Ibrox after leaving Tannadice, where he has been training since pre-season. ""I would never say never,"" the 32-year-old said of the possibility of signing for United. ""I had a great time at Dundee United and I would love to go back there. ""At the same time, I'm enjoying my football here in Glasgow and I'm happy with how things are going. ""It's not something that I'm actively looking for or anything like that, but if the opportunity came along then I would certainly consider it.""",0,299
"It says increases will be needed if current trends in teacher recruitment and retention continue. Nevertheless, the STRB has recommended a pay rise of just 1 for teachers in England and Wales. The STRB recommendation of a 1 pay rise for teachers in England and Wales is not enough to address the current trends in teacher recruitment and retention. Increases in pay will be necessary if these trends are to be tackled successfully. The government must take action to ensure that teachers receive adequate wages to attract and retain them in the profession.",0,300
"We've asked BBC Sport readers to predict the top three before every race this season and, after the British Grand Prix, we got our calculators out and had a look at the results. The most popular predictions were Lewis Hamilton to win, Max Verstappen in second, and Valtteri Bottas in third. That's exactly how the race finished, so well done to those who got it right! In total, we had over 17,000 entries for the British Grand Prix alone, and almost 130,000 entries across all of the races this season. When it comes to the overall standings, Daniel Ricciardo came out on top as the most popular prediction to finish in the top three, with an average of 61.6. Sebastian Vettel was second with an average of 57.9, and Charles Leclerc was third with an average of 54.6. It looks like BBC Sport readers are pretty good at predicting who will be on the podium, so let's see if they can keep it up for the remaining races this season!",0,301
"The accident, which involved a white Vauxhall Astra van, happened on the A701 Howden Hall Road in Kaimes at about 07:50. The woman was taken to Edinburgh Royal Infirmary. The road was closed for four hours while emergency services attended the scene. Police Scotland said that their inquiries into the incident are ongoing and asked anyone who witnessed the crash to come forward with information. They can be contacted on 101, quoting reference number 0787 of 21 October 2020.",0,302
"Gen Christophe Gomart told a parliamentary commission in May that a ""partner agency"" warned of the plot by a Brazilian Islamist militant. No further details were given. Gen Gomart made the remarks while giving evidence to a commission of inquiry into the attack, which left 129 dead and more than 350 injured. He said the French intelligence services had been told of a ""possible attack"" on France by a Brazilian Islamist militant three days before the incident.",0,303
"The head of the mission, Peter Graaff, met the Ghanaian president to thank the country for hosting the agency since it was set up in September last year. A small number of staff are based in Accra, the capital of Ghana. The mission was established to help countries affected by the Ebola outbreak in West Africa, which has killed more than 11,000 people since it began in December 2013. Graaff said the UN mission has already achieved a great deal since it was set up, including helping to contain the spread of the virus and supporting the recovery of affected countries. He added that the UN will continue to support the region in its efforts to achieve full recovery from the outbreak. Ghanaian President John Dramani Mahama thanked Graaff for the visit and expressed his appreciation for the work the UN had done in responding to the Ebola crisis. He also said that Ghana had made a significant contribution to the response effort and called on other countries to do their part to help end the epidemic.",0,304
"All 26 are accused of evading tests but say there was an administrative error. The list includes Fabrizio Donato, triple jump bronze medallist at London 2012, and Andrew Howe, who won the silver medal in the long jump at the same Olympics. The other accused athletes are: 1. Alex Schwazer, Olympic gold medallist in 50 km race walk at Beijing 2008 2. Andrea Lalli, member of Italy's 4 x 400 m relay team at London 2012 3. Antonella Palmisano, 800 m runner at London 2012 4. Arianna Perilli, member of Italy's 4 x 100 m relay team at Beijing 2008 5. Claudio Licciardello, steeplechase runner at Beijing 2008 6. Daniele Meucci, 10,000 m runner at London 2012 7. Elisa Cusma Piccione, 3000 m steeplechase runner at London 2012 8. Fabrizio Schembri, 5000 m runner at London 2012 9. Giorgio Rubino, Italian champion in the 800m in 2009 10. Giuseppe Gibilisco, pole vault bronze medallist at Athens 2004 11. Giulia Arena, European Junior Champion in high jump in 2001 12. Giovanni Faloci, 400m hurdler at London 2012 13. Leonardo Fabbri, 110m hurdler at Beijing 2008 14. Luca Pizzi, long jumper at London 2012 15. Marco Fassinotti, hammer thrower at Beijing 2008 16. Marco Vargiu, member of Italy's 4 x 400m relay team at London 2012 17. Massimiliano Donati, triple jumper at London 2012 18. Matteo Galvan, member of Italy's 4 x 400m relay team at London 2012 19. Nadia Battocletti, member of Italy's 4 x 400m relay team at Beijing 2008 20. Nicola Vizzoni, 10,000m runner at London 2012 21. Omar Lombardo, member of Italy's 4 x 100m relay team at Beijing 2008 22. Pietro Mennea, 200m runner at Moscow 1980 23. Sabrina Mockenhaupt, marathon runner at London 2012 24. Salvatore Angelelli, 20km race walker at Beijing 2008 25. Stefano La Rosa, 3000m steeplechase runner at London 2012 26. Yuliya Zaripova, 3000m steeplechase gold medallist at London 2012",0,305
"Giaccherini, 31, joined the Black Cats in 2013 from Juventus for PS6.5m but, after an impressive first season, he struggled to make an impact. He played 43 times in total , scoring three goals. Giaccherini spent last season on loan at Bologna and was part of their squad which finished 14th in Serie A. He previously had spells with Cesena, Empoli and Juventus.",0,306
"However, the report concluded there had been ""no overarching state conspiracy."" Sir Desmond de Silva's review confirmed that agents of the state were involved in the 1989 killing and that the killing could have been prevented. The de Silva review was commissioned by the British government in December 2012, to examine if there had been any involvement by state agents in the 1989 murder of Belfast lawyer Patrick Finucane. The review concluded that there was ""collusion"" between the security forces and loyalist paramilitaries in relation to the killing, but there was no overarching conspiracy by the state to murder him. It also found that there were serious failings in the investigations into the murder, and that some police officers had lied about their involvement. The report recommended that a new inquiry should be held into the case, which the UK government has yet to decide on.",0,307
"Mr Trump broke a long-held tradition by not releasing his paperwork during his presidential campaign. His critics want to know who he has been dealing with and if there are any conflicts of interest. Trump has refused to provide financial information and other documents that other presidential candidates have released for decades, citing an ongoing IRS audit. The lack of transparency has led to speculation about the source of his wealth and potential conflicts of interest.",0,308
"An inquiry for ""attempted terrorist murder"" has been launched into Saturday's attack in Charleroi. The man reportedly shouted ""Allahu Akbar"" God is greatest during the assault outside a police station. The man was shot and killed by police. The public prosecutor's office of Hainaut has launched an inquiry into the attack for ""attempted terrorist murder,"" a spokeswoman said on Sunday. Police are still trying to establish the identity of the attacker, who is believed to be an Algerian national in his 30s. The spokeswoman said that the investigation would try to determine whether or not the man had links to any terror organization and if he acted alone. Investigators will also look into where the attacker may have gotten weapons or other materials used in the attack. In addition, the inquiry will examine any possible accomplices or people who might have been aware of the attack beforehand. The public prosecutor's office is working with Belgian intelligence services, local police, and other law enforcement agencies in their investigation.",0,309
"It is expected to be wet and windy later, with the possibility of flooding in places from heavy rain and melting snow. The strongest winds are expected to be along the coast and in areas of higher elevation. It is important to be prepared for these conditions, especially if you live in a flood-prone area. Make sure to secure any outdoor items that could be blown away by the wind, and consider making alternate arrangements for travel if flooding is expected. Additionally, be sure to check on local weather advisories from your local government or news sources.",0,310
"Andrew Haldane said in a speech he was downbeat over the UK economy because of weaker global growth, low wage growth and financial and political risks. ""Put in rather plainer language, the UK economy is facing a perfect storm of headwinds,"" he said. Haldane's comments reflect the fact that the UK economy is in a precarious position due to external factors such as Brexit uncertainty, slowing global growth, and weaker trade. These issues are likely to put a dampener on economic activity in the months ahead, resulting in lower levels of business investment and consumer spending. This in turn could lead to slower wage growth and higher unemployment. The Bank of England has already warned about the risks posed by these issues and the need for policymakers to be prepared for a more difficult economic outlook.",0,311
"Critics say the new contract involves pay cuts of up to 30, with ""normal hours"" extended to include 7am to 10pm on every day except Sunday. The British Medical Association has been vocal in its opposition to the new contract, arguing that it will lead to overworked and underpaid staff. They are further concerned that the contract does not properly account for the mental health of doctors, who are already known to be at risk of burnout. The BMA has also argued that the proposed contract does not provide enough protection for patient safety, as doctors may be too tired to provide appropriate care.",0,312
"It could be over in hours - or it could take weeks. That's how unknowable an acute counter-terrorism investigation can be for MI5 and the police. While there is a lot of activity around the suspect, and a lot of information gathered from surveillance and other sources, it's impossible to predict how long it will take for an investigation to conclude. Generally speaking, however, investigations require extensive analysis, interviews, and evidence collection in order to come to a conclusion, so it is likely that an acute counter-terrorism investigation could take weeks or even months to complete.",0,313
"North Wales Police and Crime Commissioner Arfon Jones said a so-called ""fix room"" could reduce drug deaths and the spread of infection. He said the proposed plan came in response to the rising number of drug-related deaths in North Wales. Mr Jones said he was looking into how such a room could work and what it would involve. He has also asked for an assessment from the Welsh Government on the potential benefits and drawbacks of such an initiative. The Commissioner said he wanted to ensure the safety of users and the wider public and that any solution would be evidence-based, with the views of health professionals and other stakeholders taken into account. He also said he wanted to ensure that such a facility would not act as a magnet for further substance abuse.",0,314
"Edward Alexander Lee, 34, was sentenced to three years on probation at Belfast Crown Court on Wednesday. Judge Gordon Kerr QC said it was the best way of protecting society and that it was ""clearly not a case of actual violence."" Lee admitted two charges of common assault after an incident at an Asda store in Belfast on June 28 last year. He had been seen pushing and shoving staff members in the store and was later arrested by police. In a statement, Judge Kerr said Lee had shown remorse and had apologised for his actions. He added that he could have gone to prison but that a non-custodial sentence was more appropriate. The judge also told Lee that he must undertake a programme of alcohol treatment and counselling.",0,315
"Ward, the world number 111, recovered from two sets down to win 6-7 (5-7) 5-7 6-3 7-6 (7-3) 15-13 in Glasgow. The Englishman needed six match points before finally seeing off his opponent. Ward's victory marked the first time in his career he had come from two sets down to win a match. He managed to break serve eight times and saved four break points during the course of the match. The three-hour and 36-minute epic ended with Ward serving out for the match to clinch his place in the quarterfinals. After the match, Ward said it was ""one of the best wins of my life.""",0,316
"The Labour authority voted in favour of changing 2,700 contracts from 52 weeks to term time-only. The council said it would bring staff in line with the other 17,000 workers who were already on term time-only contracts. The council argued that the change was necessary to save money and ensure that they could continue to provide quality services to their residents. The council also said that it would help improve the worklife balance of staff, as well as reducing childcare costs for those with school age children. The change was opposed by some members of the public, who argued that it would mean less pay for affected staff, and an overall poorer level of service for residents. Despite these objections, the Labour authority voted in favour of the change, and 2,700 workers are now on term time-only contracts.",0,317
"Leeds, 15th in the Championship table, looked vulnerable at the start of the season, particularly at set-pieces. But central defender Bartley has formed an impressive partnership with Pontus Jansson in the heart of defence, while left-back Charlie Taylor has been a revelation at the back. The team have also benefited from the arrival of new manager Garry Monk, who has instilled an attacking style of play that has seen Leeds become one of the most entertaining sides in the division. The Whites have scored the third-most goals in the Championship this season and have been particularly impressive on the counter attack. With the January transfer window now open, Leeds are expected to strengthen their squad in order to push for promotion. With the right additions, Leeds could be dark horses for the top six come May.",0,318
"27 August 2016 Last updated at 12:34 BST The restaurant began serving puppy platters after a new law was introduced allowing dogs to eat at restaurants - as long as they were accompanied by an adult. The restaurant, located in the south of England, is believed to be the first in the country to offer a special menu for canine customers. The restaurant's owner said that he had been inspired by his own dog to create the puppy platter, which includes dishes such as kibble, gravy and vegetables. The new law was introduced to allow people to take their dogs out to eat with them, as long as they are on a lead and fully supervised. Many restaurants already allowed customers to bring along their pooches, but this law formalised the practice. The restaurant's owner said that the response to the puppy platters has been overwhelmingly positive. He added that it was a great way for owners to bond with their pets, and for the animals to experience eating out with their owners.",0,319
"Republicans ambushed a mini-bus carrying the men at Kingsmill in County Armagh in 1976 and murdered them after checking what religion they were. Senior coroner John Leckey is retiring this year and has requested that the inquest into their deaths, which began in February 2019, be concluded before he leaves. The inquest is expected to conclude in the coming months, and it is anticipated that the coroner will deliver his findings by the end of the year. The families of the victims are hoping for justice for their loved ones and for the truth about what happened at Kingsmill to finally be revealed. The coroner's findings could lead to prosecutions if there is sufficient evidence that links the murders to any individuals or organisations.",0,320
"Pernod Ricard, which is based in France, is the second biggest distiller of Scotch after Diageo. Its brands include Chivas, The Glenlivet and Ballentine's. However, the distiller reported that Jameson's, its Irish whiskey, was the world's best-selling whiskey in 2018.",0,321
"Three open-top buses took the first team, youth team and family members on a parade from Stamford Bridge towards the King's Road in west London. Chelsea ended their campaign eight points clear of Manchester United. The parade started with the team bus, followed by the youth team and family members, who were all waving flags, banners and singing songs to show their appreciation for the season's achievements. The route went from Stamford Bridge to King's Road and then on to Sloane Square, where the team stopped briefly to acknowledge the thousands of fans who had gathered to cheer them on. The parade then continued towards the Natural History Museum, before finishing at Kensington Palace Gardens, where the players disembarked and mingled with the crowd, signing autographs and taking photos.",0,322
"The House of Lords heard the government had not yet taken a decision as to whether an inquiry will be held. Launching one now could prejudice the on-going investigations into the Iraq war by various organisations, including the police. The government has not yet taken a decision as to whether an inquiry into the Iraq War will be held. However, the House of Lords heard that launching one now could prejudice the on-going investigations into the Iraq war by various organisations, including the police. There are also several other factors to consider such as the cost, scope, and timing of such an inquiry. Therefore, the government is reviewing all the relevant evidence before making a decision.",0,323
"Trapped by disadvantage are more than 730,000 youngsters, according to the Australian Council of Social Service (ACOSS). It laments a ""national shame,"" and its research suggests about 13 of the country's poorest households with children suffer ""persistent poverty,"" meaning that incomes remain below 50 percent of the median for three or more years. The causes of this phenomenon are complex, but there is a clear link to generational disadvantage and cycles of poverty. Many of these children come from Indigenous backgrounds, and their families have been living in poverty for generations. These children often face barriers to education, employment and social inclusion. In addition, many of these children experience an array of challenges such as homelessness, substance abuse, mental health issues, and family violence. ACOSS notes that these challenges can be compounded by inadequate access to essential services, such as housing, education, and health care, which further entrenches poverty. There is no quick fix to solving the issue of intergenerational disadvantage and poverty among Australian youth, but there are steps that can be taken to help protect vulnerable young people. For example, governments should provide increased funding for social and educational programs that target this group, including income support measures, training and employment services, and targeted health and mental health services. Governments should also prioritize initiatives that seek to increase participation in school, reduce the rates of early school leaving, and support those who do leave school early to gain the skills they need to enter the workforce. Finally, it is important to ensure that all children have access to adequate housing and nutrition to ensure they have the best chance of succeeding in life.",0,324
"The former world champion will target the time trial and may also support Lizzie Armitstead in the road race. Pooley, 33, retired from cycling after winning two silver medals at London 2012 but returned to the sport in April. In a statement, Pooley said: ""I'm really excited to be back racing with the GB Cycling Team. It's an honour to be selected for the World Championships and I'm looking forward to helping the team in whichever way I can. ""The Worlds are always an incredible event and I'm sure that Ponferrada will be no different with some great racing on the cards."" British Cycling's performance director, Sir Dave Brailsford, added: ""We're delighted to have Emma back on the team. Her experience and ability will be invaluable in both the road race and time trial and of course she has already won a medal in this event before. ""She has been training hard since her return to the sport earlier this year and we're confident that she can continue to perform at the highest level.""",0,325
"Media playback is unsupported on your device 9 August 2015 Last updated at 17:51 BST Petrol bombs were thrown at police and water cannon was deployed. Protesters also threw stones at officers during a demonstration in Belfast. The violence broke out during an Irish nationalist march in the city centre. The police said two petrol bombs were thrown and water cannon was used to disperse the crowd. At least three people were arrested in connection with the disturbances. The protest was organised by dissident republicans who oppose the peace process in Northern Ireland. Police had urged the organisers to call off the event but they refused. The Police Service of Northern Ireland (PSNI) said it was disappointed that the parade had gone ahead, despite advice from its officers. It said the decision to use water cannon was taken to protect officers and the public and to prevent further disruption to the city centre.",0,326
"The Waking the Dragon tower was granted permission by Wrexham council back in February 2011. Businessman Simon Wingett is trying to raise PS2.5m to build the bronze sculpture, cultural centre and cafe on the site of an old industrial building. It is hoped that the project will bring a boost to the local economy, as well as creating a destination for tourists and providing jobs for the community. The sculpture itself is inspired by the legend of Merlin and the red dragon, and will be built from bronze, with glass eyes that glow at night.",0,327
"The Labour leader told the New Statesman his party opposed government plans to lower the overall household cap, introduced in the last Parliament. And his spokesman confirmed he was ""very clear"" Labour was opposed to the plans. Mr Corbyn said he supported a cap on the overall amount of welfare spending, but said it should be set in accordance with ""what people need."" He added: ""We have raised concerns and we are absolutely opposed to the government's plans to cut the total household cap."" The government has proposed cutting the cap from 26,000 a year to 23,000 for couples with children or 15,410 for single people without children. The cap was introduced by the coalition government in 2013 and limits the total amount of benefits that can be claimed by an individual or family.",0,328
"Funding given to the charity, which collapsed in August, included at least PS28m from the Department for Education, the National Audit Office said. It received the money despite warnings about its financial health and failure to meet safeguarding standards. The charity, Kids Company, was set up in 1996 to provide support for disadvantaged young people in London. It received more than 45m from the government between 2011 and 2015, with a further 3m being sought just before its closure. The NAO said that ""the Department did not always exercise due diligence or obtain value for money"" when it gave repeated funding to the charity, despite warnings about its financial sustainability. The NAO also said that there were ""significant weaknesses"" in the charity's governance and financial management which had been identified but not addressed. The collapse of Kids Company has prompted calls for the government to review its procedures for disbursing grants and conducting checks on the performance and financial health of organisations it is funding. The government has said that it will strengthen its processes for assessing grant applications and ensure greater oversight of charities.",0,329
"The interior of the Saab 340 that flies to and from Orkney was stripped out and renewed and the exterior repainted at a cost of almost PS270,000. Loganair, a franchise partner of Flybe, now operates the aircraft on its route to and from Kirkwall Airport. The aircraft features a modern interior with comfortable seating for up to 36 passengers, along with larger overhead bins, an extra-large lavatory and improved cabin lighting. The aircraft is also equipped with the latest in-flight audio system and entertainment options to keep passengers entertained during their journey.",0,330
